time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
44.664003,-0.0016,0.0034,0.0544,0.055
44.683862,-0.0017,-0.0014,0.0448,0.045
44.705746,-0.0116,-0.0014,0.0304,0.033
44.727600,0.0073,-0.0014,0.0496,0.050
44.744357,-0.0069,-0.0013,0.0448,0.045
44.763395,-0.0071,0.0083,0.0400,0.041
44.782749,-0.0022,-0.0061,0.0448,0.045
44.803185,0.0074,0.0033,0.0400,0.041
44.822508,-0.0068,0.0034,0.0305,0.031
44.843960,-0.0116,-0.0111,0.0400,0.043
44.861893,-0.0021,0.0127,0.0448,0.047
44.882762,-0.0068,-0.0114,0.0304,0.033
44.903461,0.0029,-0.0017,0.0352,0.035
44.921602,-0.0023,0.0032,0.0352,0.035
44.942276,0.0027,0.0033,0.0304,0.031
44.961387,0.0027,-0.0110,0.0448,0.046
44.980605,-0.0025,0.0035,0.0496,0.050
45.001239,0.0022,0.0132,0.0544,0.056
45.022563,0.0069,-0.0060,0.0305,0.032
45.038975,-0.0028,-0.0061,0.0352,0.036
45.059239,0.0024,-0.0012,0.0352,0.035
45.078858,0.0121,-0.0108,0.0352,0.039
45.105111,-0.0023,-0.0108,0.0161,0.020
45.119214,-0.0016,-0.0018,0.0448,0.045
45.140290,0.0082,-0.0167,0.0400,0.044
45.159970,0.0184,-0.0125,0.0400,0.046
45.179402,0.0190,-0.0125,0.0400,0.046
45.199557,0.0292,-0.0083,0.0400,0.050
45.219142,0.0254,0.0007,0.0448,0.052
45.239204,0.0205,0.0104,0.0352,0.042
45.258682,0.0301,-0.0088,0.0352,0.047
45.278509,0.0300,-0.0041,0.0496,0.058
45.297776,0.0206,0.0054,0.0496,0.054
45.316897,0.0155,0.0056,0.0400,0.043
45.337242,0.0253,-0.0087,0.0400,0.048
45.356607,0.0253,-0.0176,0.0448,0.054
45.376622,0.0301,-0.0038,0.0400,0.050
45.397991,0.0251,0.0012,0.0400,0.047
45.417254,0.0296,0.0061,0.0496,0.058
45.437434,0.0341,-0.0035,0.0401,0.053
45.457257,0.0244,-0.0123,0.0353,0.045
45.476587,0.0196,-0.0077,0.0544,0.058
45.496679,0.0197,-0.0116,0.0496,0.055
45.515972,0.0246,0.0021,0.0449,0.051
45.536869,0.0153,-0.0075,0.0401,0.044
45.556951,0.0300,0.0069,0.0401,0.050
45.575453,0.0348,-0.0116,0.0401,0.054
45.595797,0.0300,-0.0025,0.0305,0.043
45.615535,0.0298,0.0023,0.0401,0.050
45.634422,0.0347,0.0023,0.0353,0.050
45.654970,0.0203,0.0022,0.0305,0.037
45.674003,0.0156,0.0022,0.0305,0.034
45.694843,0.0349,0.0071,0.0449,0.057
45.714847,0.0254,0.0119,0.0401,0.049
45.734858,0.0254,0.0073,0.0401,0.048
45.753695,0.0256,-0.0113,0.0353,0.045
45.773400,0.0256,-0.0112,0.0209,0.035
45.793514,0.0446,0.0026,0.0257,0.052
45.813493,0.0208,-0.0020,0.0353,0.041
45.833346,0.0257,0.0028,0.0401,0.048
45.852585,0.0352,0.0076,0.0449,0.058
45.872338,0.0208,0.0077,0.0257,0.034
45.892523,0.0303,0.0030,0.0401,0.050
45.914416,0.0207,-0.0153,0.0544,0.060
45.932146,0.0208,0.0083,0.0449,0.050
45.952076,0.0111,-0.0015,0.0449,0.046
45.972402,0.0206,-0.0016,0.0257,0.033
45.991436,0.0348,-0.0153,0.0353,0.052
46.011910,0.0157,-0.0103,0.0353,0.040
46.031505,0.0252,-0.0062,0.0401,0.048
46.051283,0.0156,0.0129,0.0257,0.033
46.071598,0.0299,0.0080,0.0353,0.047
46.090665,0.0346,-0.0016,0.0449,0.057
46.110205,0.0101,0.0064,0.0257,0.028
46.130085,0.0004,0.0015,0.0545,0.054
46.148572,-0.0042,-0.0031,0.0449,0.045
46.168235,0.0004,0.0016,0.0497,0.050
46.189136,0.0003,-0.0031,0.0401,0.040
46.208490,0.0000,-0.0031,0.0497,0.050
46.228885,-0.0001,-0.0032,0.0497,0.050
46.252501,-0.0049,0.0111,0.0401,0.042
46.269290,0.0049,0.0157,0.0353,0.039
46.289592,0.0002,0.0060,0.0497,0.050
46.309010,-0.0002,-0.0036,0.0401,0.040
46.328314,-0.0002,0.0013,0.0305,0.031
46.348658,-0.0050,0.0061,0.0497,0.050
46.368251,-0.0051,0.0109,0.0401,0.042
46.388369,-0.0003,0.0060,0.0353,0.036
46.408164,-0.0098,0.0013,0.0592,0.060
46.428286,-0.0049,0.0109,0.0497,0.051
46.447302,0.0046,0.0012,0.0497,0.050
46.467436,0.0000,0.0012,0.0449,0.045
46.487548,-0.0144,0.0156,0.0449,0.050
46.509724,0.0097,0.0011,0.0353,0.037
46.527119,-0.0047,-0.0036,0.0353,0.036
46.546498,-0.0047,-0.0035,0.0544,0.055
46.566840,-0.0052,-0.0034,0.0449,0.045
46.586347,-0.0099,0.0205,0.0449,0.050
46.606080,-0.0051,0.0061,0.0257,0.027
46.625970,-0.0052,-0.0032,0.0401,0.041
46.645213,0.0041,-0.0079,0.0257,0.027
46.665382,0.0039,0.0063,0.0065,0.010
46.683934,0.0038,0.0015,0.0161,0.017
46.704523,-0.0009,-0.0083,0.0209,0.023
46.723827,-0.0058,0.0059,0.0544,0.055
46.744516,-0.0059,0.0152,0.0305,0.035
46.764695,-0.0011,0.0152,0.0209,0.026
46.785214,-0.0019,0.0056,0.0161,0.017
46.804791,-0.0018,0.0008,0.0353,0.035
46.827140,-0.0115,-0.0040,0.0353,0.037
46.843732,-0.0066,-0.0089,0.0544,0.056
46.863687,-0.0017,0.0005,0.0449,0.045
46.883813,-0.0019,0.0050,0.0305,0.031
46.903057,-0.0066,-0.0094,0.0496,0.051
46.923246,0.0125,-0.0045,0.0401,0.042
46.943006,0.0027,-0.0093,0.0113,0.015
46.962396,-0.0068,0.0003,0.0449,0.045
46.983287,-0.0118,0.0054,0.0401,0.042
47.002618,-0.0024,-0.0184,0.0353,0.040
47.022252,-0.0166,-0.0088,0.0544,0.058
47.042235,-0.0028,0.0101,0.0640,0.065
47.061926,0.0020,-0.0039,0.0353,0.036
47.081255,0.0115,0.0104,0.0449,0.047
47.101446,-0.0029,0.0151,0.0688,0.071
47.121243,-0.0048,0.0149,0.0353,0.039
47.141015,0.0048,-0.0091,0.0257,0.028
47.159018,0.0048,0.0102,0.0449,0.046
47.179006,0.0047,0.0005,0.0497,0.050
47.198972,-0.0101,0.0007,0.0353,0.037
47.218777,-0.0053,0.0104,0.0305,0.033
47.239416,0.0136,0.0007,0.0353,0.038
47.259146,-0.0105,0.0005,0.0401,0.041
47.278783,0.0036,0.0052,0.0401,0.041
47.298523,0.0035,0.0147,0.0305,0.034
47.318578,-0.0160,0.0049,0.0401,0.043
47.339930,-0.0064,-0.0097,0.0544,0.056
47.358658,-0.0162,-0.0096,0.0449,0.049
47.378848,-0.0116,-0.0001,0.0592,0.060
47.399202,0.0025,-0.0096,0.0257,0.028
47.418434,0.0027,0.0049,0.0401,0.040
47.438544,-0.0067,-0.0001,0.0353,0.036
47.458692,-0.0161,-0.0049,0.0209,0.027
47.478459,-0.0064,-0.0003,0.0497,0.050
47.497366,0.0030,0.0045,0.0305,0.031
47.518014,-0.0018,-0.0004,0.0257,0.026
47.536969,0.0073,0.0045,0.0592,0.060
47.556157,-0.0120,0.0139,0.0353,0.040
47.577905,-0.0072,-0.0006,0.0305,0.031
47.597213,-0.0072,-0.0102,0.0592,0.061
47.616344,-0.0026,-0.0006,0.0449,0.045
47.636826,-0.0122,0.0042,0.0305,0.033
47.656405,-0.0028,0.0042,0.0257,0.026
47.675862,0.0114,0.0138,0.0209,0.028
47.696105,-0.0079,-0.0101,0.0353,0.038
47.716115,0.0063,0.0090,0.0592,0.060
47.736052,0.0063,0.0137,0.0545,0.057
47.755615,-0.0081,-0.0056,0.0305,0.032
47.775089,-0.0130,0.0040,0.0401,0.042
47.795605,0.0062,0.0183,0.0449,0.049
47.814890,0.0013,0.0039,0.0353,0.036
47.835177,-0.0036,-0.0102,0.0353,0.037
47.853952,-0.0179,0.0041,0.0401,0.044
47.873603,-0.0040,0.0087,0.0497,0.051
47.894047,0.0101,-0.0150,0.0497,0.053
47.913575,-0.0092,-0.0007,0.0161,0.019
47.933811,-0.0000,0.0183,0.0305,0.036
47.953141,-0.0001,0.0084,0.0257,0.027
47.973434,-0.0052,-0.0106,0.0593,0.060
47.993121,-0.0004,0.0036,0.0257,0.026
48.012124,0.0042,0.0082,0.0353,0.036
48.032424,-0.0097,-0.0014,0.0449,0.046
48.052512,-0.0193,-0.0016,0.0209,0.029
48.072603,-0.0098,0.0082,0.0401,0.042
48.092462,-0.0049,-0.0013,0.0401,0.040
48.112355,-0.0160,-0.0063,0.0545,0.057
48.131300,-0.0114,0.0079,0.0545,0.056
48.151683,0.0026,-0.0113,0.0353,0.037
48.170605,-0.0119,-0.0018,0.0353,0.037
48.190740,0.0016,-0.0018,0.0449,0.045
48.212145,-0.0034,-0.0018,0.0353,0.035
48.230116,-0.0126,0.0124,0.0401,0.044
48.250609,-0.0174,0.0027,0.0449,0.048
48.270556,-0.0225,0.0076,0.0257,0.035
48.289930,-0.0130,0.0027,0.0449,0.047
48.309494,0.0013,0.0121,0.0545,0.056
48.329349,-0.0083,0.0122,0.0449,0.047
48.349749,-0.0131,-0.0166,0.0449,0.050
48.368465,-0.0085,-0.0022,0.0353,0.036
48.388761,-0.0182,0.0122,0.0497,0.054
48.408902,-0.0230,0.0121,0.0449,0.052
48.428151,-0.0136,0.0120,0.0305,0.035
48.448283,-0.0133,0.0028,0.0449,0.047
48.468903,-0.0134,-0.0069,0.0401,0.043
48.488809,-0.0084,0.0028,0.0449,0.046
48.508638,-0.0088,0.0029,0.0401,0.041
48.527600,0.0055,0.0220,0.0449,0.050
48.548406,-0.0136,0.0171,0.0688,0.072
48.568027,-0.0087,0.0077,0.0401,0.042
48.587262,-0.0136,-0.0018,0.0305,0.033
48.607445,-0.0133,-0.0018,0.0305,0.033
48.627009,-0.0226,-0.0016,0.0161,0.028
48.646745,-0.0177,-0.0064,0.0257,0.032
48.666672,-0.0127,-0.0018,0.0257,0.029
48.686856,-0.0270,0.0030,0.0257,0.037
48.706420,-0.0079,-0.0065,0.0305,0.032
48.727338,-0.0126,-0.0065,0.0401,0.043
48.746084,-0.0126,0.0030,0.0353,0.038
48.765982,-0.0268,0.0030,0.0449,0.052
48.786284,-0.0026,0.0126,0.0592,0.061
48.805869,-0.0025,-0.0112,0.0544,0.056
48.825177,-0.0072,-0.0063,0.0497,0.051
48.844980,-0.0173,-0.0017,0.0353,0.039
48.868896,-0.0076,-0.0016,0.0257,0.027
48.883808,0.0115,0.0033,0.0401,0.042
48.904736,0.0067,-0.0063,0.0257,0.027
48.923985,-0.0027,-0.0109,0.0449,0.046
48.943800,-0.0171,-0.0012,0.0592,0.062
48.964812,-0.0124,-0.0061,0.0305,0.033
48.983354,-0.0125,0.0081,0.0449,0.047
49.003252,-0.0078,0.0129,0.0305,0.034
49.022916,0.0066,-0.0015,0.0305,0.031
49.043270,-0.0078,-0.0153,0.0257,0.031
49.063301,-0.0026,-0.0105,0.0401,0.042
49.083101,-0.0170,-0.0153,0.0449,0.050
49.103054,-0.0218,-0.0059,0.0544,0.059
49.122975,-0.0109,-0.0018,0.0353,0.037
49.142282,-0.0014,0.0028,0.0305,0.031
49.162177,-0.0107,0.0075,0.0496,0.051
49.181823,-0.0153,-0.0020,0.0305,0.034
49.201787,-0.0011,0.0075,0.0496,0.050
49.221249,-0.0059,-0.0115,0.0496,0.051
49.240548,-0.0109,0.0029,0.0496,0.051
49.261488,-0.0061,0.0029,0.0544,0.055
49.281148,-0.0015,0.0028,0.0401,0.040
49.301664,-0.0063,0.0026,0.0401,0.041
49.320616,-0.0013,-0.0023,0.0401,0.040
49.340241,-0.0109,-0.0117,0.0401,0.043
49.360638,-0.0059,0.0074,0.0544,0.055
49.379421,-0.0155,0.0026,0.0449,0.048
49.399861,-0.0059,-0.0022,0.0353,0.036
49.420170,-0.0011,0.0122,0.0401,0.042
49.439798,-0.0109,0.0026,0.0401,0.042
49.459739,-0.0015,-0.0021,0.0544,0.054
49.478618,-0.0015,-0.0070,0.0592,0.060
49.499041,-0.0016,-0.0168,0.0209,0.027
49.518838,-0.0066,0.0022,0.0305,0.031
49.539077,-0.0160,0.0021,0.0448,0.048
49.558748,-0.0016,-0.0025,0.0496,0.050
49.577945,-0.0063,0.0068,0.0257,0.027
49.598881,-0.0014,-0.0029,0.0401,0.040
49.617789,-0.0062,-0.0171,0.0353,0.040
49.637665,-0.0061,-0.0076,0.0353,0.037
49.657397,-0.0059,0.0021,0.0257,0.026
49.678341,-0.0060,0.0021,0.0209,0.022
49.697019,0.0036,-0.0123,0.0161,0.021
49.717172,0.0037,-0.0029,0.0400,0.040
49.736048,0.0038,0.0210,0.0496,0.054
49.756860,0.0036,0.0067,0.0448,0.045
49.777231,-0.0053,0.0020,0.0448,0.045
49.796208,-0.0011,-0.0028,0.0400,0.040
49.815876,-0.0107,-0.0028,0.0257,0.028
49.836153,-0.0196,-0.0075,0.0161,0.026
49.855784,-0.0199,-0.0121,0.0353,0.042
49.875106,-0.0007,0.0116,0.0353,0.037
49.895399,0.0041,0.0021,0.0400,0.040
49.914518,-0.0050,0.0022,0.0400,0.040
49.935358,-0.0051,0.0022,0.0305,0.031
49.954591,-0.0099,-0.0027,0.0209,0.023
49.973854,-0.0001,0.0021,0.0592,0.059
49.994302,0.0098,-0.0076,0.0305,0.033
50.014431,-0.0044,0.0067,0.0400,0.041
50.034743,0.0004,-0.0077,0.0544,0.055
50.053879,0.0100,-0.0125,0.0400,0.043
50.074081,-0.0045,-0.0030,0.0304,0.031
50.093441,0.0003,0.0019,0.0305,0.031
50.113226,-0.0047,-0.0077,0.0448,0.046
50.133420,-0.0007,0.0067,0.0305,0.031
50.153450,-0.0006,-0.0028,0.0352,0.035
50.172190,-0.0195,-0.0076,0.0448,0.049
50.192254,0.0045,0.0113,0.0257,0.028
50.212228,-0.0096,-0.0031,0.0257,0.028
50.231927,0.0002,-0.0078,0.0448,0.045
50.251946,-0.0046,-0.0078,0.0448,0.046
50.272416,0.0047,0.0018,0.0592,0.059
50.291731,-0.0096,0.0018,0.0400,0.041
50.311685,-0.0142,0.0067,0.0400,0.043
50.331679,-0.0189,-0.0078,0.0352,0.041
50.351164,-0.0092,0.0018,0.0304,0.032
50.370928,-0.0093,0.0018,0.0304,0.032
50.390606,-0.0045,-0.0030,0.0352,0.036
50.411434,-0.0093,0.0018,0.0400,0.041
50.429996,-0.0141,0.0114,0.0448,0.048
50.450318,-0.0140,0.0021,0.0448,0.047
50.469811,0.0005,-0.0024,0.0352,0.035
50.489960,-0.0043,-0.0112,0.0257,0.028
50.508947,-0.0138,0.0027,0.0400,0.042
50.527419,0.0056,-0.0021,0.0496,0.050
50.548054,-0.0089,0.0075,0.0592,0.060
50.567209,0.0005,-0.0020,0.0352,0.035
50.589041,0.0053,-0.0157,0.0305,0.035
50.608375,0.0002,0.0026,0.0257,0.026
50.627769,0.0003,0.0026,0.0305,0.031
50.648326,0.0101,-0.0069,0.0352,0.037
50.667927,0.0055,-0.0109,0.0448,0.046
50.688054,-0.0137,0.0077,0.0448,0.048
50.707772,0.0006,0.0124,0.0544,0.056
50.726781,0.0100,-0.0109,0.0544,0.056
50.747597,0.0055,-0.0109,0.0161,0.020
50.767656,0.0007,0.0125,0.0592,0.061
50.786673,0.0096,-0.0108,0.0592,0.061
50.806373,-0.0050,0.0122,0.0352,0.038
50.827355,0.0092,-0.0021,0.0496,0.051
50.846463,0.0139,0.0076,0.0400,0.043
50.866447,0.0044,-0.0019,0.0496,0.050
50.886729,0.0185,-0.0203,0.0209,0.035
50.905667,-0.0053,0.0030,0.0353,0.036
50.925781,-0.0148,-0.0019,0.0544,0.056
50.945428,-0.0102,-0.0018,0.0496,0.051
50.965307,-0.0006,0.0029,0.0400,0.040
50.986146,0.0039,0.0124,0.0400,0.042
51.004605,0.0038,0.0074,0.0496,0.050
51.024488,0.0037,0.0073,0.0305,0.032
51.044245,-0.0155,0.0026,0.0400,0.043
51.063016,-0.0011,0.0072,0.0496,0.050
51.083635,-0.0106,-0.0112,0.0640,0.066
51.103236,-0.0010,-0.0064,0.0736,0.074
51.122196,-0.0116,0.0078,0.0496,0.052
51.142613,-0.0116,0.0176,0.0353,0.041
51.162213,-0.0068,0.0078,0.0448,0.046
51.183774,0.0031,0.0079,0.0352,0.036
51.201683,-0.0064,-0.0065,0.0352,0.036
51.221414,-0.0156,0.0078,0.0352,0.039
51.241411,-0.0061,0.0030,0.0448,0.045
51.261283,0.0083,0.0079,0.0352,0.037
51.281836,-0.0110,0.0081,0.0305,0.033
51.301476,0.0083,-0.0014,0.0496,0.050
51.323865,0.0036,-0.0062,0.0448,0.045
51.343500,-0.0059,-0.0059,0.0496,0.050
51.361003,-0.0063,0.0085,0.0400,0.041
51.381108,0.0082,0.0034,0.0640,0.065
51.401389,-0.0021,-0.0014,0.0400,0.040
51.420862,0.0027,0.0036,0.0496,0.050
51.438676,-0.0116,-0.0010,0.0496,0.051
51.460750,-0.0021,-0.0009,0.0496,0.050
51.480033,-0.0020,-0.0104,0.0448,0.046
51.498593,-0.0067,0.0089,0.0305,0.032
51.518390,0.0027,-0.0149,0.0496,0.052
51.538504,-0.0118,-0.0104,0.0640,0.066
51.557708,-0.0118,-0.0010,0.0448,0.046
51.577861,0.0026,-0.0104,0.0401,0.041
51.597552,-0.0020,-0.0008,0.0401,0.040
51.617917,-0.0114,0.0089,0.0448,0.047
51.637522,-0.0114,0.0089,0.0401,0.043
51.657258,-0.0111,0.0089,0.0496,0.052
51.676852,-0.0017,0.0042,0.0353,0.036
51.696288,-0.0064,0.0140,0.0401,0.043
51.716232,-0.0014,0.0090,0.0353,0.036
51.737400,0.0123,0.0040,0.0496,0.051
51.756806,-0.0115,-0.0056,0.0257,0.029
51.778083,-0.0160,-0.0056,0.0257,0.031
51.795709,-0.0064,-0.0104,0.0448,0.046
51.815288,-0.0110,0.0038,0.0496,0.051
51.835572,0.0082,0.0084,0.0496,0.051
51.855995,0.0032,-0.0012,0.0448,0.045
51.876604,-0.0159,-0.0107,0.0400,0.044
51.894650,-0.0016,-0.0155,0.0400,0.043
51.914262,-0.0062,0.0085,0.0400,0.041
51.934234,0.0129,0.0179,0.0257,0.034
51.954416,-0.0013,0.0035,0.0305,0.031
51.973937,-0.0062,-0.0059,0.0305,0.032
51.993870,-0.0060,0.0039,0.0400,0.041
52.013061,0.0035,0.0087,0.0496,0.050
52.032905,-0.0156,-0.0009,0.0496,0.052
52.052974,-0.0108,-0.0153,0.0448,0.049
52.073136,-0.0020,-0.0010,0.0352,0.035
52.092521,0.0028,-0.0010,0.0352,0.035
52.112047,0.0040,-0.0154,0.0400,0.043
52.132096,-0.0105,-0.0009,0.0448,0.046
52.151780,-0.0104,0.0037,0.0448,0.046
52.171812,0.0086,0.0083,0.0496,0.051
52.192272,-0.0107,0.0085,0.0448,0.047
52.211859,-0.0013,-0.0061,0.0257,0.026
52.231572,0.0226,0.0083,0.0305,0.039
52.251516,0.0132,0.0082,0.0400,0.043
52.270777,-0.0060,0.0179,0.0257,0.032
52.290564,-0.0011,-0.0013,0.0305,0.031
52.310486,-0.0013,-0.0059,0.0400,0.040
52.330322,-0.0058,0.0036,0.0496,0.050
52.349884,-0.0103,0.0086,0.0209,0.025
52.369767,-0.0152,0.0132,0.0352,0.041
52.389593,-0.0008,-0.0011,0.0496,0.050
52.409263,0.0089,0.0039,0.0400,0.041
52.429103,0.0041,-0.0104,0.0496,0.051
52.449034,-0.0054,-0.0057,0.0592,0.060
52.469134,-0.0014,-0.0153,0.0544,0.057
52.488685,-0.0065,-0.0060,0.0352,0.036
52.508568,-0.0014,0.0134,0.0305,0.033
52.528330,-0.0063,0.0180,0.0209,0.028
52.548211,-0.0062,0.0132,0.0448,0.047
52.568395,-0.0064,-0.0061,0.0592,0.060
52.587935,0.0129,0.0084,0.0400,0.043
52.607724,0.0034,0.0084,0.0257,0.027
52.627669,-0.0062,-0.0012,0.0209,0.022
52.648101,-0.0015,-0.0061,0.0352,0.036
52.667099,-0.0061,0.0080,0.0209,0.023
52.686875,-0.0013,-0.0061,0.0448,0.045
52.706897,-0.0057,-0.0157,0.0496,0.052
52.726872,-0.0009,0.0035,0.0496,0.050
52.746490,-0.0058,0.0083,0.0400,0.041
52.766413,-0.0056,0.0082,0.0304,0.032
52.786169,-0.0108,0.0079,0.0209,0.025
52.805855,-0.0013,-0.0017,0.0352,0.035
52.826010,-0.0061,-0.0065,0.0448,0.046
52.845581,-0.0013,-0.0063,0.0352,0.036
52.865373,-0.0013,0.0081,0.0304,0.032
52.885109,-0.0013,-0.0014,0.0304,0.031
52.904902,-0.0016,-0.0064,0.0448,0.045
52.925832,-0.0160,0.0029,0.0448,0.048
52.944489,-0.0112,-0.0017,0.0448,0.046
52.964413,-0.0063,-0.0065,0.0257,0.027
52.984044,-0.0109,0.0028,0.0304,0.032
53.003835,0.0081,0.0027,0.0544,0.055
53.023838,0.0081,-0.0020,0.0448,0.046
53.043463,-0.0110,-0.0069,0.0352,0.038
53.063303,-0.0111,-0.0021,0.0496,0.051
53.083017,0.0080,-0.0069,0.0544,0.055
53.102995,0.0069,-0.0017,0.0352,0.036
53.122937,0.0070,-0.0161,0.0400,0.044
53.142716,0.0166,0.0079,0.0448,0.048
53.162506,-0.0122,-0.0019,0.0496,0.051
53.182238,-0.0027,-0.0068,0.0544,0.055
53.202229,-0.0075,0.0026,0.0304,0.031
53.222181,-0.0171,-0.0259,0.0688,0.075
53.241887,-0.0122,-0.0115,0.0352,0.039
53.261517,-0.0075,-0.0018,0.0304,0.031
53.281475,-0.0024,0.0079,0.0592,0.060
53.301473,-0.0025,0.0032,0.0400,0.040
53.321299,-0.0119,0.0034,0.0257,0.028
53.340912,-0.0119,0.0273,0.0544,0.062
53.360510,-0.0120,-0.0014,0.0448,0.046
53.380303,0.0020,-0.0015,0.0448,0.045
53.400227,0.0022,0.0031,0.0352,0.035
53.420204,-0.0026,-0.0065,0.0257,0.027
53.439915,-0.0027,0.0128,0.0304,0.033
53.459755,-0.0073,0.0130,0.0304,0.034
53.479439,-0.0078,0.0128,0.0352,0.038
53.499376,-0.0078,-0.0018,0.0496,0.050
53.519190,0.0066,-0.0114,0.0448,0.047
53.538940,-0.0031,-0.0019,0.0448,0.045
53.558649,-0.0032,0.0030,0.0304,0.031
53.578426,-0.0127,-0.0020,0.0400,0.042
53.598302,-0.0173,0.0028,0.0496,0.053
53.618243,0.0066,-0.0065,0.0640,0.065
53.638104,0.0064,-0.0113,0.0544,0.056
53.657757,0.0017,0.0031,0.0496,0.050
53.677678,0.0018,0.0031,0.0352,0.035
53.697935,-0.0031,-0.0062,0.0304,0.031
53.717167,-0.0031,-0.0158,0.0209,0.026
53.736948,-0.0177,0.0081,0.0352,0.040
53.756894,0.0062,0.0078,0.0448,0.046
53.776775,-0.0033,-0.0016,0.0352,0.035
53.796582,-0.0081,0.0081,0.0352,0.037
53.816403,-0.0128,-0.0108,0.0352,0.039
53.836256,-0.0177,-0.0157,0.0352,0.042
53.855807,-0.0222,-0.0062,0.0400,0.046
53.875963,-0.0133,-0.0060,0.0352,0.038
53.895608,-0.0038,-0.0154,0.0400,0.043
53.915731,-0.0086,-0.0060,0.0688,0.070
53.935183,-0.0134,0.0036,0.0496,0.052
53.958526,-0.0039,-0.0058,0.0544,0.055
53.976303,0.0008,0.0039,0.0592,0.059
53.994906,-0.0136,0.0039,0.0305,0.034
54.014884,-0.0136,-0.0009,0.0448,0.047
54.034214,-0.0039,0.0041,0.0257,0.026
54.054008,-0.0036,0.0088,0.0400,0.041
54.073984,0.0010,-0.0104,0.0353,0.037
54.093664,-0.0039,-0.0056,0.0305,0.031
54.113537,0.0021,-0.0057,0.0305,0.031
54.133370,-0.0026,-0.0006,0.0353,0.035
54.153137,-0.0026,-0.0006,0.0353,0.035
54.173143,-0.0073,-0.0005,0.0353,0.036
54.192673,0.0023,0.0090,0.0448,0.046
54.212850,-0.0075,0.0089,0.0209,0.024
54.233100,0.0021,-0.0051,0.0257,0.026
54.252217,0.0069,-0.0051,0.0496,0.050
54.272163,0.0068,-0.0001,0.0113,0.013
54.291756,-0.0170,0.0094,0.0496,0.053
54.311754,-0.0075,0.0048,0.0305,0.032
54.331691,-0.0074,0.0046,0.0353,0.036
54.351397,0.0023,0.0045,0.0400,0.040
54.371431,-0.0072,0.0045,0.0592,0.060
54.391085,0.0023,-0.0003,0.0448,0.045
54.410868,-0.0073,0.0093,0.0448,0.046
54.431100,-0.0072,-0.0098,0.0448,0.046
54.450430,-0.0027,-0.0002,0.0305,0.031
54.470263,0.0022,-0.0050,0.0257,0.026
54.489884,0.0061,-0.0002,0.0448,0.045
54.509918,-0.0076,-0.0003,0.0496,0.050
54.530077,-0.0074,0.0141,0.0305,0.034
54.549446,0.0063,-0.0049,0.0353,0.036
54.569220,-0.0081,-0.0048,0.0401,0.041
54.589057,-0.0128,-0.0048,0.0353,0.038
54.608891,-0.0217,0.0091,0.0496,0.055
54.629224,0.0019,0.0044,0.0448,0.045
54.648492,-0.0172,-0.0052,0.0544,0.057
54.668494,-0.0123,-0.0101,0.0400,0.043
54.688058,0.0024,0.0186,0.0352,0.040
54.708521,-0.0069,0.0088,0.0209,0.024
54.728007,0.0075,-0.0102,0.0640,0.065
54.748045,-0.0167,-0.0053,0.0257,0.031
54.767322,-0.0069,-0.0050,0.0257,0.027
54.787235,0.0075,0.0283,0.0257,0.039
54.807155,-0.0020,-0.0005,0.0305,0.031
54.826729,-0.0070,-0.0052,0.0400,0.041
54.846581,-0.0021,0.0045,0.0544,0.055
54.866533,0.0026,0.0046,0.0305,0.031
54.886309,-0.0022,-0.0049,0.0353,0.036
54.906241,-0.0068,-0.0050,0.0257,0.027
54.926453,-0.0115,-0.0002,0.0352,0.037
54.945581,-0.0113,-0.0051,0.0400,0.042
54.965671,-0.0110,-0.0003,0.0448,0.046
54.985459,-0.0108,-0.0001,0.0448,0.046
55.005230,-0.0013,0.0046,0.0352,0.036
55.025672,-0.0057,0.0190,0.0496,0.053
55.049473,0.0135,0.0044,0.0592,0.061
55.064737,-0.0010,-0.0005,0.0400,0.040
55.084575,-0.0152,0.0041,0.0304,0.034
55.104860,-0.0058,-0.0006,0.0544,0.055
55.124461,-0.0152,0.0042,0.0304,0.034
55.143844,-0.0054,0.0187,0.0304,0.036
55.163870,-0.0006,0.0138,0.0209,0.025
55.183722,0.0091,0.0042,0.0257,0.028
55.204323,0.0184,-0.0009,0.0352,0.040
55.223125,-0.0052,0.0086,0.0448,0.046
55.243016,-0.0098,0.0085,0.0352,0.038
55.262697,-0.0002,-0.0059,0.0400,0.040
55.282372,0.0141,-0.0009,0.0352,0.038
55.302561,0.0044,-0.0057,0.0256,0.027
55.322182,-0.0000,-0.0008,0.0496,0.050
55.341954,-0.0000,0.0088,0.0304,0.032
55.361971,-0.0096,0.0086,0.0688,0.070
55.382174,-0.0096,-0.0008,0.0592,0.060
55.401592,-0.0046,-0.0007,0.0448,0.045
55.421822,0.0051,-0.0008,0.0209,0.021
55.441141,0.0098,0.0087,0.0496,0.051
55.460960,-0.0046,-0.0055,0.0400,0.041
55.480548,0.0050,-0.0056,0.0256,0.027
55.500927,0.0005,0.0087,0.0448,0.046
55.520283,0.0054,-0.0059,0.0496,0.050
55.540086,-0.0043,-0.0012,0.0496,0.050
55.559944,-0.0090,0.0085,0.0400,0.042
55.579785,0.0005,-0.0157,0.0400,0.043
55.599504,-0.0091,-0.0012,0.0400,0.041
55.619207,0.0005,0.0082,0.0352,0.036
55.639104,-0.0043,0.0177,0.0448,0.048
