47,1655961812211,0.182,-0.125,9.787,acc
48,1655961812231,0.172,-0.125,9.792,acc
49,1655961812251,0.182,-0.125,9.811,acc
50,1655961812272,0.172,-0.14,9.792,acc
51,1655961812292,0.177,-0.135,9.773,acc
52,1655961812311,0.177,-0.125,9.787,acc
53,1655961812331,0.172,-0.135,9.806,acc
54,1655961812350,0.168,-0.13,9.792,acc
55,1655961812371,0.187,-0.135,9.773,acc
56,1655961812390,0.187,-0.149,9.778,acc
57,1655961812410,0.172,-0.14,9.768,acc
58,1655961812431,0.168,-0.135,9.787,acc
59,1655961812449,0.172,-0.144,9.811,acc
60,1655961812469,0.192,-0.13,9.792,acc
61,1655961812490,0.158,-0.14,9.797,acc
62,1655961812509,0.168,-0.135,9.802,acc
63,1655961812530,0.182,-0.144,9.792,acc
64,1655961812550,0.196,-0.144,9.802,acc
65,1655961812569,0.182,-0.135,9.83,acc
66,1655961812587,0.182,-0.12,9.778,acc
67,1655961812609,0.177,-0.14,9.783,acc
68,1655961812629,0.172,-0.14,9.797,acc
69,1655961812648,0.177,-0.13,9.802,acc
70,1655961812669,0.168,-0.14,9.811,acc
71,1655961812688,0.182,-0.135,9.787,acc
72,1655961812708,0.182,-0.14,9.783,acc
73,1655961812728,0.158,-0.14,9.802,acc
74,1655961812748,0.177,-0.13,9.802,acc
75,1655961812768,0.187,-0.116,9.797,acc
76,1655961812787,0.187,-0.14,9.797,acc
77,1655961812807,0.187,-0.135,9.792,acc
78,1655961812826,0.177,-0.135,9.797,acc
79,1655961812846,0.172,-0.14,9.797,acc
80,1655961812865,0.177,-0.135,9.783,acc
81,1655961812885,0.177,-0.135,9.806,acc
82,1655961812905,0.172,-0.14,9.783,acc
83,1655961812925,0.172,-0.14,9.797,acc
84,1655961812946,0.192,-0.135,9.792,acc
85,1655961812965,0.168,-0.14,9.787,acc
86,1655961812983,0.177,-0.149,9.811,acc
87,1655961813004,0.192,-0.14,9.802,acc
88,1655961813024,0.187,-0.135,9.787,acc
89,1655961813044,0.182,-0.125,9.802,acc
90,1655961813063,0.172,-0.135,9.802,acc
91,1655961813083,0.168,-0.144,9.787,acc
92,1655961813103,0.182,-0.149,9.792,acc
93,1655961813123,0.172,-0.14,9.802,acc
94,1655961813143,0.177,-0.144,9.816,acc
95,1655961813163,0.172,-0.135,9.797,acc
96,1655961813181,0.177,-0.13,9.802,acc
97,1655961813203,0.177,-0.135,9.811,acc
98,1655961813221,0.163,-0.116,9.806,acc
99,1655961813242,0.177,-0.12,9.787,acc
100,1655961813261,0.168,-0.144,9.768,acc
101,1655961813282,0.182,-0.14,9.797,acc
102,1655961813303,0.163,-0.14,9.783,acc
103,1655961813323,0.173,-0.125,9.792,acc
104,1655961813344,0.168,-0.13,9.797,acc
105,1655961813362,0.163,-0.14,9.783,acc
106,1655961813382,0.168,-0.135,9.806,acc
107,1655961813401,0.178,-0.135,9.811,acc
108,1655961813421,0.173,-0.13,9.806,acc
109,1655961813441,0.178,-0.154,9.797,acc
110,1655961813460,0.168,-0.144,9.811,acc
111,1655961813480,0.178,-0.149,9.802,acc
112,1655961813499,0.178,-0.125,9.806,acc
113,1655961813520,0.173,-0.125,9.811,acc
114,1655961813540,0.173,-0.13,9.797,acc
115,1655961813560,0.197,-0.14,9.783,acc
116,1655961813579,0.173,-0.144,9.806,acc
117,1655961813599,0.164,-0.13,9.802,acc
118,1655961813618,0.178,-0.135,9.816,acc
119,1655961813642,0.183,-0.14,9.783,acc
120,1655961813659,0.178,-0.12,9.768,acc
121,1655961813679,0.169,-0.135,9.792,acc
122,1655961813699,0.183,-0.14,9.797,acc
123,1655961813717,0.178,-0.14,9.773,acc
124,1655961813736,0.178,-0.144,9.806,acc
125,1655961813758,0.169,-0.144,9.797,acc
126,1655961813777,0.178,-0.154,9.802,acc
127,1655961813797,0.159,-0.13,9.811,acc
128,1655961813816,0.169,-0.13,9.806,acc
129,1655961813836,0.169,-0.14,9.811,acc
130,1655961813856,0.193,-0.135,9.787,acc
131,1655961813877,0.178,-0.12,9.764,acc
132,1655961813896,0.155,-0.135,9.773,acc
133,1655961813916,0.174,-0.159,9.783,acc
134,1655961813936,0.174,-0.144,9.806,acc
135,1655961813955,0.174,-0.149,9.787,acc
136,1655961813974,0.174,-0.14,9.773,acc
137,1655961813994,0.164,-0.135,9.802,acc
138,1655961814014,0.159,-0.125,9.797,acc
139,1655961814034,0.188,-0.14,9.787,acc
140,1655961814054,0.183,-0.135,9.797,acc
141,1655961814074,0.178,-0.14,9.806,acc
142,1655961814093,0.193,-0.13,9.802,acc
143,1655961814113,0.188,-0.14,9.802,acc
144,1655961814132,0.178,-0.144,9.792,acc
145,1655961814152,0.165,-0.125,9.787,acc
146,1655961814172,0.189,-0.144,9.797,acc
147,1655961814192,0.169,-0.12,9.797,acc
148,1655961814212,0.179,-0.149,9.806,acc
149,1655961814232,0.184,-0.149,9.802,acc
150,1655961814251,0.165,-0.14,9.797,acc
151,1655961814271,0.174,-0.116,9.811,acc
152,1655961814291,0.179,-0.135,9.811,acc
153,1655961814311,0.174,-0.14,9.787,acc
154,1655961814331,0.184,-0.12,9.783,acc
155,1655961814352,0.179,-0.14,9.802,acc
156,1655961814372,0.193,-0.144,9.797,acc
157,1655961814392,0.184,-0.14,9.773,acc
158,1655961814410,0.169,-0.13,9.806,acc
159,1655961814431,0.179,-0.14,9.811,acc
160,1655961814451,0.184,-0.14,9.797,acc
161,1655961814471,0.184,-0.144,9.797,acc
162,1655961814491,0.174,-0.144,9.797,acc
163,1655961814511,0.179,-0.125,9.806,acc
164,1655961814531,0.179,-0.135,9.797,acc
165,1655961814550,0.189,-0.13,9.802,acc
166,1655961814571,0.179,-0.14,9.806,acc
167,1655961814591,0.184,-0.135,9.787,acc
168,1655961814611,0.184,-0.154,9.802,acc
169,1655961814629,0.174,-0.125,9.783,acc
170,1655961814650,0.169,-0.14,9.792,acc
171,1655961814670,0.189,-0.135,9.797,acc
172,1655961814689,0.184,-0.125,9.787,acc
173,1655961814710,0.169,-0.125,9.797,acc
174,1655961814729,0.179,-0.135,9.811,acc
175,1655961814748,0.179,-0.144,9.806,acc
176,1655961814769,0.179,-0.135,9.802,acc
177,1655961814789,0.175,-0.144,9.821,acc
178,1655961814809,0.16,-0.125,9.792,acc
179,1655961814829,0.17,-0.135,9.797,acc
180,1655961814848,0.189,-0.14,9.778,acc
181,1655961814866,0.18,-0.125,9.792,acc
182,1655961814886,0.165,-0.116,9.811,acc
183,1655961814907,0.184,-0.135,9.797,acc
184,1655961814927,0.175,-0.14,9.806,acc
185,1655961814947,0.17,-0.14,9.792,acc
186,1655961814966,0.18,-0.13,9.797,acc
187,1655961814987,0.18,-0.13,9.816,acc
188,1655961815007,0.165,-0.135,9.811,acc
189,1655961815027,0.175,-0.14,9.787,acc
190,1655961815047,0.165,-0.13,9.787,acc
191,1655961815066,0.165,-0.13,9.816,acc
192,1655961815086,0.17,-0.135,9.806,acc
193,1655961815104,0.175,-0.125,9.787,acc
194,1655961815126,0.17,-0.13,9.792,acc
195,1655961815145,0.175,-0.14,9.806,acc
196,1655961815165,0.189,-0.13,9.802,acc
197,1655961815183,0.17,-0.14,9.797,acc
198,1655961815205,0.165,-0.149,9.792,acc
199,1655961815223,0.175,-0.125,9.816,acc
200,1655961815244,0.194,-0.116,9.787,acc
201,1655961815263,0.194,-0.135,9.783,acc
202,1655961815284,0.184,-0.144,9.802,acc
203,1655961815302,0.189,-0.14,9.792,acc
204,1655961815323,0.184,-0.13,9.821,acc
205,1655961815340,0.18,-0.14,9.787,acc
206,1655961815362,0.17,-0.149,9.806,acc
207,1655961815382,0.166,-0.149,9.792,acc
208,1655961815403,0.189,-0.14,9.806,acc
209,1655961815422,0.18,-0.135,9.816,acc
210,1655961815442,0.171,-0.13,9.802,acc
211,1655961815461,0.171,-0.149,9.821,acc
212,1655961815481,0.185,-0.14,9.811,acc
213,1655961815501,0.199,-0.135,9.821,acc
214,1655961815522,0.175,-0.14,9.802,acc
215,1655961815542,0.166,-0.144,9.792,acc
216,1655961815561,0.171,-0.14,9.806,acc
217,1655961815580,0.161,-0.135,9.787,acc
218,1655961815600,0.169,-0.135,9.806,acc
219,1655961815620,0.178,-0.125,9.802,acc
220,1655961815640,0.174,-0.12,9.806,acc
221,1655961815660,0.173,-0.13,9.787,acc
222,1655961815680,0.163,-0.13,9.783,acc
223,1655961815699,0.178,-0.135,9.802,acc
224,1655961815719,0.168,-0.125,9.792,acc
225,1655961815738,0.183,-0.144,9.806,acc
226,1655961815758,0.183,-0.149,9.792,acc
227,1655961815777,0.163,-0.144,9.792,acc
228,1655961815797,0.192,-0.125,9.811,acc
229,1655961815816,0.183,-0.14,9.792,acc
230,1655961815838,0.178,-0.14,9.811,acc
231,1655961815858,0.183,-0.135,9.802,acc
232,1655961815879,0.173,-0.14,9.787,acc
233,1655961815899,0.187,-0.135,9.797,acc
234,1655961815918,0.173,-0.144,9.797,acc
235,1655961815939,0.178,-0.149,9.787,acc
236,1655961815958,0.183,-0.149,9.792,acc
237,1655961815977,0.178,-0.13,9.811,acc
238,1655961815997,0.173,-0.13,9.768,acc
239,1655961816017,0.173,-0.12,9.797,acc
240,1655961816037,0.173,-0.135,9.787,acc
241,1655961816055,0.183,-0.135,9.806,acc
242,1655961816075,0.183,-0.13,9.816,acc
243,1655961816095,0.168,-0.135,9.826,acc
244,1655961816115,0.168,-0.14,9.792,acc
245,1655961816134,0.173,-0.144,9.787,acc
246,1655961816154,0.183,-0.12,9.811,acc
247,1655961816173,0.173,-0.144,9.797,acc
248,1655961816194,0.163,-0.144,9.826,acc
249,1655961816213,0.173,-0.135,9.811,acc
250,1655961816233,0.178,-0.13,9.806,acc
251,1655961816253,0.182,-0.13,9.787,acc
252,1655961816273,0.172,-0.13,9.783,acc
253,1655961816293,0.177,-0.14,9.792,acc
254,1655961816313,0.187,-0.135,9.802,acc
255,1655961816332,0.187,-0.13,9.778,acc
256,1655961816353,0.182,-0.144,9.797,acc
257,1655961816373,0.177,-0.144,9.792,acc
258,1655961816392,0.182,-0.135,9.802,acc
259,1655961816412,0.182,-0.135,9.797,acc
260,1655961816432,0.168,-0.135,9.797,acc
261,1655961816452,0.172,-0.125,9.797,acc
262,1655961816472,0.182,-0.135,9.797,acc
263,1655961816491,0.196,-0.154,9.797,acc
264,1655961816512,0.149,-0.14,9.802,acc
265,1655961816532,0.182,-0.135,9.802,acc
266,1655961816552,0.187,-0.149,9.797,acc
267,1655961816572,0.168,-0.125,9.792,acc
268,1655961816592,0.189,-0.125,9.792,acc
269,1655961816612,0.174,-0.13,9.773,acc
270,1655961816631,0.16,-0.144,9.778,acc
271,1655961816651,0.174,-0.149,9.787,acc
272,1655961816671,0.174,-0.13,9.802,acc
273,1655961816692,0.169,-0.14,9.797,acc
274,1655961816711,0.169,-0.14,9.797,acc
275,1655961816729,0.174,-0.13,9.797,acc
276,1655961816749,0.179,-0.14,9.802,acc
277,1655961816770,0.184,-0.135,9.802,acc
278,1655961816790,0.179,-0.13,9.806,acc
279,1655961816809,0.193,-0.135,9.787,acc
280,1655961816831,0.189,-0.13,9.792,acc
281,1655961816849,0.174,-0.14,9.806,acc
282,1655961816870,0.17,-0.149,9.797,acc
283,1655961816888,0.184,-0.14,9.802,acc
284,1655961816908,0.17,-0.144,9.806,acc
285,1655961816929,0.18,-0.14,9.787,acc
286,1655961816949,0.184,-0.14,9.802,acc
287,1655961816969,0.17,-0.14,9.802,acc
288,1655961816989,0.175,-0.144,9.792,acc
289,1655961817009,0.175,-0.14,9.783,acc
290,1655961817027,0.17,-0.149,9.787,acc
291,1655961817047,0.17,-0.135,9.768,acc
292,1655961817067,0.17,-0.13,9.778,acc
293,1655961817087,0.165,-0.14,9.816,acc
294,1655961817108,0.184,-0.149,9.792,acc
295,1655961817128,0.175,-0.144,9.787,acc
296,1655961817147,0.17,-0.135,9.792,acc
297,1655961817167,0.199,-0.135,9.797,acc
298,1655961817187,0.18,-0.144,9.816,acc
299,1655961817207,0.16,-0.12,9.792,acc
300,1655961817227,0.18,-0.149,9.792,acc
301,1655961817245,0.199,-0.144,9.811,acc
302,1655961817265,0.175,-0.13,9.787,acc
303,1655961817284,0.17,-0.135,9.783,acc
304,1655961817304,0.204,-0.14,9.802,acc
305,1655961817323,0.184,-0.135,9.792,acc
306,1655961817344,0.16,-0.13,9.787,acc
307,1655961817365,0.175,-0.12,9.806,acc
308,1655961817384,0.165,-0.144,9.787,acc
309,1655961817403,0.189,-0.14,9.797,acc
310,1655961817423,0.18,-0.125,9.787,acc
311,1655961817445,0.175,-0.135,9.806,acc
312,1655961817464,0.18,-0.135,9.797,acc
313,1655961817484,0.18,-0.13,9.797,acc
314,1655961817502,0.17,-0.149,9.792,acc
315,1655961817522,0.156,-0.135,9.802,acc
316,1655961817542,0.175,-0.135,9.787,acc
317,1655961817563,0.185,-0.14,9.792,acc
318,1655961817582,0.175,-0.14,9.802,acc
319,1655961817602,0.169,-0.14,9.802,acc
320,1655961817623,0.165,-0.135,9.802,acc
321,1655961817641,0.184,-0.13,9.802,acc
322,1655961817662,0.184,-0.135,9.778,acc
323,1655961817682,0.174,-0.12,9.787,acc
324,1655961817702,0.174,-0.135,9.802,acc
325,1655961817721,0.165,-0.125,9.802,acc
326,1655961817740,0.184,-0.135,9.797,acc
327,1655961817760,0.179,-0.125,9.802,acc
328,1655961817780,0.179,-0.13,9.811,acc
329,1655961817800,0.189,-0.125,9.787,acc
330,1655961817820,0.179,-0.135,9.792,acc
331,1655961817840,0.15,-0.125,9.778,acc
332,1655961817858,0.169,-0.13,9.792,acc
333,1655961817879,0.179,-0.149,9.787,acc
334,1655961817898,0.174,-0.135,9.787,acc
335,1655961817919,0.179,-0.14,9.806,acc
336,1655961817939,0.169,-0.14,9.792,acc
337,1655961817959,0.189,-0.13,9.806,acc
338,1655961817979,0.189,-0.13,9.816,acc
339,1655961817997,0.169,-0.14,9.806,acc
340,1655961818018,0.174,-0.144,9.787,acc
341,1655961818038,0.179,-0.13,9.787,acc
342,1655961818058,0.179,-0.12,9.806,acc
343,1655961818079,0.179,-0.14,9.778,acc
344,1655961818098,0.184,-0.125,9.802,acc
345,1655961818117,0.179,-0.13,9.792,acc
346,1655961818136,0.174,-0.13,9.802,acc
347,1655961818156,0.184,-0.135,9.792,acc
348,1655961818178,0.169,-0.149,9.792,acc
349,1655961818196,0.184,-0.135,9.797,acc
350,1655961818217,0.189,-0.13,9.792,acc
351,1655961818236,0.165,-0.13,9.806,acc
352,1655961818255,0.169,-0.135,9.811,acc
353,1655961818276,0.174,-0.135,9.811,acc
354,1655961818295,0.169,-0.14,9.806,acc
355,1655961818314,0.184,-0.135,9.787,acc
356,1655961818335,0.174,-0.135,9.773,acc
357,1655961818355,0.169,-0.144,9.787,acc
358,1655961818375,0.179,-0.135,9.792,acc
359,1655961818394,0.184,-0.144,9.797,acc
360,1655961818414,0.179,-0.125,9.811,acc
361,1655961818433,0.165,-0.111,9.773,acc
362,1655961818454,0.179,-0.154,9.787,acc
363,1655961818473,0.184,-0.159,9.797,acc
364,1655961818494,0.16,-0.12,9.778,acc
365,1655961818514,0.16,-0.135,9.787,acc
366,1655961818533,0.155,-0.144,9.806,acc
367,1655961818552,0.165,-0.14,9.821,acc
368,1655961818572,0.179,-0.13,9.806,acc
369,1655961818593,0.179,-0.149,9.802,acc
370,1655961818612,0.179,-0.135,9.792,acc
371,1655961818633,0.184,-0.13,9.802,acc
372,1655961818652,0.174,-0.14,9.802,acc
373,1655961818672,0.174,-0.135,9.792,acc
374,1655961818692,0.184,-0.13,9.811,acc
375,1655961818711,0.184,-0.14,9.806,acc
376,1655961818733,0.169,-0.144,9.802,acc
377,1655961818751,0.16,-0.149,9.773,acc
378,1655961818770,0.16,-0.144,9.797,acc
379,1655961818790,0.184,-0.14,9.797,acc
380,1655961818810,0.179,-0.14,9.792,acc
381,1655961818830,0.174,-0.144,9.811,acc
382,1655961818851,0.179,-0.149,9.806,acc
383,1655961818870,0.179,-0.13,9.787,acc
384,1655961818890,0.155,-0.144,9.778,acc
385,1655961818910,0.174,-0.135,9.797,acc
386,1655961818930,0.189,-0.14,9.797,acc
387,1655961818950,0.179,-0.135,9.792,acc
388,1655961818970,0.165,-0.13,9.806,acc
389,1655961818989,0.174,-0.125,9.787,acc
390,1655961819009,0.174,-0.135,9.806,acc
391,1655961819030,0.165,-0.13,9.811,acc
392,1655961819049,0.179,-0.14,9.778,acc
393,1655961819068,0.169,-0.144,9.783,acc
394,1655961819088,0.179,-0.125,9.802,acc
395,1655961819108,0.184,-0.14,9.768,acc
396,1655961819128,0.184,-0.144,9.787,acc
397,1655961819148,0.184,-0.144,9.792,acc
398,1655961819169,0.174,-0.135,9.797,acc
399,1655961819189,0.174,-0.135,9.797,acc
400,1655961819207,0.174,-0.13,9.797,acc
401,1655961819227,0.174,-0.13,9.797,acc
402,1655961819247,0.169,-0.13,9.816,acc
403,1655961819268,0.174,-0.13,9.797,acc
404,1655961819288,0.179,-0.125,9.787,acc
405,1655961819308,0.189,-0.13,9.797,acc
406,1655961819327,0.179,-0.14,9.797,acc
407,1655961819346,0.174,-0.12,9.787,acc
408,1655961819365,0.179,-0.13,9.792,acc
409,1655961819385,0.17,-0.14,9.787,acc
410,1655961819406,0.17,-0.154,9.802,acc
411,1655961819427,0.184,-0.125,9.797,acc
412,1655961819446,0.184,-0.14,9.811,acc
413,1655961819466,0.179,-0.154,9.802,acc
414,1655961819484,0.175,-0.14,9.802,acc
415,1655961819504,0.17,-0.144,9.797,acc
416,1655961819525,0.175,-0.149,9.802,acc
417,1655961819544,0.175,-0.135,9.792,acc
418,1655961819565,0.156,-0.144,9.802,acc
419,1655961819583,0.174,-0.135,9.792,acc
420,1655961819603,0.165,-0.125,9.797,acc
421,1655961819622,0.174,-0.13,9.792,acc
422,1655961819643,0.169,-0.14,9.802,acc
423,1655961819662,0.174,-0.14,9.792,acc
424,1655961819683,0.184,-0.144,9.792,acc
425,1655961819701,0.184,-0.12,9.792,acc
426,1655961819722,0.184,-0.13,9.797,acc
427,1655961819741,0.169,-0.116,9.797,acc
428,1655961819762,0.184,-0.125,9.816,acc
429,1655961819782,0.184,-0.135,9.802,acc
430,1655961819802,0.179,-0.14,9.802,acc
431,1655961819822,0.16,-0.13,9.783,acc
432,1655961819841,0.16,-0.12,9.797,acc
433,1655961819861,0.174,-0.125,9.773,acc
434,1655961819880,0.174,-0.149,9.787,acc
435,1655961819900,0.169,-0.144,9.806,acc
436,1655961819920,0.165,-0.14,9.802,acc
437,1655961819940,0.165,-0.135,9.792,acc
438,1655961819961,0.184,-0.149,9.792,acc
439,1655961819980,0.179,-0.14,9.806,acc
440,1655961820000,0.169,-0.144,9.783,acc
441,1655961820019,0.184,-0.135,9.797,acc
442,1655961820040,0.174,-0.13,9.797,acc
443,1655961820060,0.16,-0.13,9.821,acc
444,1655961820080,0.169,-0.13,9.806,acc
445,1655961820099,0.189,-0.12,9.797,acc
446,1655961820119,0.174,-0.125,9.802,acc
447,1655961820138,0.184,-0.135,9.783,acc
448,1655961820158,0.174,-0.13,9.802,acc
449,1655961820178,0.165,-0.14,9.787,acc
450,1655961820198,0.179,-0.144,9.792,acc
451,1655961820219,0.174,-0.144,9.811,acc
452,1655961820237,0.184,-0.144,9.797,acc
453,1655961820256,0.179,-0.154,9.783,acc
454,1655961820276,0.189,-0.14,9.787,acc
455,1655961820295,0.16,-0.135,9.811,acc
456,1655961820315,0.16,-0.125,9.802,acc
457,1655961820337,0.179,-0.144,9.821,acc
458,1655961820357,0.169,-0.144,9.792,acc
459,1655961820375,0.174,-0.135,9.783,acc
460,1655961820395,0.179,-0.154,9.811,acc
461,1655961820416,0.16,-0.149,9.787,acc
462,1655961820436,0.184,-0.13,9.783,acc
463,1655961820456,0.184,-0.144,9.802,acc
464,1655961820475,0.165,-0.154,9.806,acc
465,1655961820496,0.169,-0.13,9.797,acc
466,1655961820514,0.179,-0.135,9.787,acc
467,1655961820535,0.179,-0.135,9.792,acc
468,1655961820555,0.165,-0.14,9.792,acc
469,1655961820574,0.174,-0.159,9.768,acc
470,1655961820595,0.175,-0.144,9.787,acc
471,1655961820614,0.175,-0.149,9.811,acc
472,1655961820633,0.204,-0.154,9.792,acc
473,1655961820652,0.175,-0.144,9.797,acc
474,1655961820673,0.189,-0.135,9.792,acc
475,1655961820693,0.189,-0.149,9.773,acc
476,1655961820714,0.175,-0.144,9.811,acc
477,1655961820734,0.171,-0.12,9.797,acc
478,1655961820752,0.171,-0.13,9.797,acc
479,1655961820772,0.19,-0.12,9.802,acc
480,1655961820792,0.175,-0.14,9.806,acc
481,1655961820812,0.171,-0.144,9.792,acc
482,1655961820833,0.161,-0.14,9.806,acc
483,1655961820853,0.185,-0.14,9.787,acc
484,1655961820871,0.19,-0.14,9.802,acc
485,1655961820891,0.175,-0.154,9.797,acc
486,1655961820911,0.18,-0.149,9.792,acc
487,1655961820931,0.171,-0.135,9.787,acc
488,1655961820952,0.175,-0.125,9.783,acc
489,1655961820971,0.175,-0.144,9.787,acc
490,1655961820992,0.175,-0.14,9.783,acc
491,1655961821011,0.166,-0.13,9.797,acc
492,1655961821030,0.166,-0.14,9.802,acc
493,1655961821051,0.18,-0.14,9.826,acc
494,1655961821070,0.161,-0.135,9.797,acc
495,1655961821091,0.185,-0.13,9.787,acc
496,1655961821111,0.19,-0.135,9.816,acc
497,1655961821130,0.166,-0.14,9.778,acc
498,1655961821148,0.175,-0.14,9.797,acc
499,1655961821168,0.185,-0.144,9.792,acc
500,1655961821189,0.175,-0.12,9.787,acc
501,1655961821208,0.18,-0.116,9.783,acc
502,1655961821228,0.18,-0.14,9.787,acc
503,1655961821248,0.18,-0.149,9.792,acc
504,1655961821267,0.185,-0.14,9.811,acc
505,1655961821287,0.175,-0.12,9.802,acc
506,1655961821307,0.166,-0.135,9.792,acc
507,1655961821328,0.171,-0.144,9.783,acc
508,1655961821347,0.175,-0.13,9.802,acc
509,1655961821367,0.175,-0.135,9.802,acc
510,1655961821386,0.171,-0.144,9.797,acc
511,1655961821407,0.171,-0.144,9.797,acc
512,1655961821426,0.18,-0.13,9.802,acc
513,1655961821446,0.162,-0.14,9.797,acc
514,1655961821466,0.171,-0.14,9.797,acc
515,1655961821486,0.19,-0.125,9.811,acc
516,1655961821506,0.176,-0.14,9.792,acc
517,1655961821525,0.181,-0.159,9.797,acc
518,1655961821545,0.181,-0.149,9.787,acc
519,1655961821565,0.162,-0.12,9.792,acc
520,1655961821585,0.18,-0.13,9.797,acc
521,1655961821605,0.175,-0.135,9.802,acc
522,1655961821625,0.184,-0.135,9.797,acc
523,1655961821644,0.175,-0.144,9.768,acc
524,1655961821663,0.18,-0.149,9.797,acc
525,1655961821684,0.175,-0.14,9.792,acc
526,1655961821703,0.18,-0.14,9.826,acc
527,1655961821724,0.166,-0.135,9.802,acc
528,1655961821742,0.184,-0.13,9.806,acc
529,1655961821763,0.175,-0.144,9.816,acc
530,1655961821781,0.184,-0.135,9.811,acc
531,1655961821802,0.18,-0.135,9.802,acc
532,1655961821821,0.18,-0.144,9.792,acc
533,1655961821843,0.18,-0.14,9.802,acc
534,1655961821862,0.175,-0.14,9.792,acc
535,1655961821883,0.185,-0.14,9.797,acc
536,1655961821901,0.175,-0.149,9.797,acc
537,1655961821922,0.166,-0.14,9.792,acc
538,1655961821941,0.18,-0.144,9.806,acc
539,1655961821962,0.19,-0.144,9.787,acc
540,1655961821981,0.185,-0.14,9.787,acc
541,1655961822002,0.175,-0.13,9.811,acc
542,1655961822024,0.175,-0.135,9.806,acc
543,1655961822040,0.18,-0.14,9.787,acc
544,1655961822060,0.166,-0.14,9.802,acc
545,1655961822079,0.185,-0.144,9.797,acc
546,1655961822100,0.185,-0.125,9.778,acc
547,1655961822120,0.175,-0.12,9.787,acc
548,1655961822139,0.18,-0.14,9.806,acc
549,1655961822160,0.18,-0.14,9.806,acc
550,1655961822179,0.175,-0.144,9.792,acc
551,1655961822199,0.171,-0.125,9.773,acc
552,1655961822219,0.18,-0.144,9.811,acc
553,1655961822239,0.195,-0.13,9.792,acc
554,1655961822258,0.171,-0.13,9.787,acc
555,1655961822279,0.18,-0.149,9.787,acc
556,1655961822298,0.185,-0.144,9.797,acc
557,1655961822318,0.166,-0.135,9.806,acc
558,1655961822338,0.166,-0.125,9.797,acc
559,1655961822358,0.175,-0.135,9.783,acc
560,1655961822377,0.171,-0.13,9.802,acc
561,1655961822397,0.175,-0.14,9.773,acc
562,1655961822417,0.171,-0.154,9.783,acc
563,1655961822437,0.166,-0.13,9.783,acc
564,1655961822457,0.166,-0.13,9.802,acc
565,1655961822477,0.161,-0.13,9.806,acc
566,1655961822497,0.166,-0.13,9.802,acc
567,1655961822516,0.18,-0.149,9.792,acc
568,1655961822535,0.175,-0.125,9.787,acc
569,1655961822555,0.171,-0.135,9.792,acc
570,1655961822576,0.18,-0.14,9.797,acc
571,1655961822596,0.175,-0.144,9.797,acc
572,1655961822616,0.16,-0.14,9.792,acc
573,1655961822635,0.175,-0.13,9.802,acc
574,1655961822654,0.189,-0.149,9.787,acc
575,1655961822674,0.165,-0.14,9.792,acc
576,1655961822694,0.18,-0.12,9.778,acc
577,1655961822714,0.17,-0.135,9.802,acc
578,1655961822734,0.184,-0.13,9.811,acc
579,1655961822754,0.175,-0.13,9.811,acc
580,1655961822775,0.165,-0.125,9.802,acc
581,1655961822793,0.165,-0.14,9.802,acc
582,1655961822814,0.18,-0.135,9.806,acc
583,1655961822833,0.17,-0.144,9.811,acc
